FIPS,County,State,name,name_short,designation
19027,Carroll,IA,United States,IA,Not Designated
19029,Cass,IA,United States,IA,Not Designated
19047,Crawford,IA,United States,IA,Not Designated
19071,Fremont,IA,United States,IA,Not Designated
19073,Greene,IA,United States,IA,Not Designated
19077,Guthrie,IA,United States,IA,Not Designated
19129,Mills,IA,United States,IA,Not Designated
19137,Montgomery,IA,United States,IA,Not Designated
19145,Page,IA,United States,IA,Not Designated
19155,Pottawattamie,IA,United States,IA,Not Designated
19165,Shelby,IA,United States,IA,Not Designated
19173,Taylor,IA,United States,IA,Not Designated
19149,Plymouth,IA,United States,IA,Not Designated
19193,Woodbury,IA,United States,IA,Not Designated
19119,Lyon,IA,United States,IA,Not Designated
19167,Sioux,IA,United States,IA,Not Designated
19021,Buena Vista,IA,United States,IA,Not Designated
19025,Calhoun,IA,United States,IA,Not Designated
19035,Cherokee,IA,United States,IA,Not Designated
19041,Clay,IA,United States,IA,Not Designated
19059,Dickinson,IA,United States,IA,Not Designated
19063,Emmet,IA,United States,IA,Not Designated
19093,Ida,IA,United States,IA,Not Designated
19141,O'Brien,IA,United States,IA,Not Designated
19143,Osceola,IA,United States,IA,Not Designated
19147,Palo Alto,IA,United States,IA,Not Designated
19151,Pocahontas,IA,United States,IA,Not Designated
19161,Sac,IA,United States,IA,Not Designated
19111,Lee,IA,United States,IA,Not Designated
19015,Boone,IA,United States,IA,Not Designated
19039,Clarke,IA,United States,IA,Not Designated
19049,Dallas,IA,United States,IA,Not Designated
19053,Decatur,IA,United States,IA,Not Designated
19099,Jasper,IA,United States,IA,Not Designated
19117,Lucas,IA,United States,IA,Not Designated
19121,Madison,IA,United States,IA,Not Designated
19125,Marion,IA,United States,IA,Not Designated
19153,Polk,IA,United States,IA,Not Designated
19159,Ringgold,IA,United States,IA,Not Designated
19169,Story,IA,United States,IA,Not Designated
19175,Union,IA,United States,IA,Not Designated
19181,Warren,IA,United States,IA,Not Designated
19185,Wayne,IA,United States,IA,Not Designated
19007,Appanoose,IA,United States,IA,Not Designated
19011,Benton,IA,United States,IA,Not Designated
19051,Davis,IA,United States,IA,Not Designated
19095,Iowa,IA,United States,IA,Not Designated
19101,Jefferson,IA,United States,IA,Not Designated
19107,Keokuk,IA,United States,IA,Not Designated
19123,Mahaska,IA,United States,IA,Not Designated
19127,Marshall,IA,United States,IA,Not Designated
19135,Monroe,IA,United States,IA,Not Designated
19157,Poweshiek,IA,United States,IA,Not Designated
19171,Tama,IA,United States,IA,Not Designated
19177,Van Buren,IA,United States,IA,Not Designated
19179,Wapello,IA,United States,IA,Not Designated
19033,Cerro Gordo,IA,United States,IA,Not Designated
19069,Franklin,IA,United States,IA,Not Designated
19079,Hamilton,IA,United States,IA,Not Designated
19081,Hancock,IA,United States,IA,Not Designated
19083,Hardin,IA,United States,IA,Not Designated
19091,Humboldt,IA,United States,IA,Not Designated
19109,Kossuth,IA,United States,IA,Not Designated
19187,Webster,IA,United States,IA,Not Designated
